measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,106,Bahamas,1,Male,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0446338496941023,0.0520488068340834,0.0369724818452747
5,Prevalence,106,Bahamas,2,Female,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0403056095725153,0.0474051978193421,0.033680593455626
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0262366865552635,0.0294228304253784,0.0238307547017346
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0208911666089727,0.0232816729473718,0.0188382873884117
5,Prevalence,106,Bahamas,1,Male,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0032770711095924,0.0042058931848122,0.0025317740530418
5,Prevalence,106,Bahamas,2,Female,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0030882632619474,0.0039267022855281,0.0024869182727184
5,Prevalence,114,Haiti,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0621575966333209,0.0676197540409836,0.0569958587355254
5,Prevalence,114,Haiti,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0685777899973639,0.0754304732330188,0.0624842545723419
5,Prevalence,121,Bolivia (Plurinational State of),1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0563681559039042,0.0610032683550732,0.0523990635086957
5,Prevalence,121,Bolivia (Plurinational State of),2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0556111590942707,0.0600393090802883,0.0519457630212934
5,Prevalence,104,Caribbean,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.1035854977545005,0.1107702702356062,0.0980186209730319
5,Prevalence,104,Caribbean,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.1028143731559189,0.1100115825004462,0.0976244138654595
5,Prevalence,106,Bahamas,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,1.67088901642e-05,2.11642093147e-05,1.31031225131e-05
5,Prevalence,106,Bahamas,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,3.01988491119e-05,3.75373103368e-05,2.42247065238e-05
5,Prevalence,127,El Salvador,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0585415254076362,0.0628062607587316,0.0542984745073583
5,Prevalence,127,El Salvador,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0684200570772544,0.0738337665465835,0.0634036434364379
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0134182274737686,0.0171925220445059,0.0102491611416522
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0185002610238424,0.0236607308184409,0.0140766493046266
5,Prevalence,120,Andean Latin America,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0666991409495874,0.0717004767835144,0.0625974904863539
5,Prevalence,120,Andean Latin America,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0624749365000366,0.0675207064437439,0.058047311136002
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0014815599187914,0.0019134011988786,0.0011338976248622
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0017794872912905,0.0022375123969887,0.0014038066275684
5,Prevalence,105,Antigua and Barbuda,1,Male,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0403150636542253,0.045862453244101,0.0349142413047047
5,Prevalence,105,Antigua and Barbuda,2,Female,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0375174563607775,0.0421277500270091,0.0326258007960881
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,500,Atrial fibrillation and flutter,2,Percent,2023,0.0095171501632806,0.0119623048491488,0.0073288107775382
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,500,Atrial fibrillation and flutter,2,Percent,2023,0.0078129613103048,0.0098280078344787,0.0059947865165351
5,Prevalence,114,Haiti,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,1.15681431788e-05,1.46324462431e-05,9.4462249827e-06
5,Prevalence,114,Haiti,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,1.82695833645e-05,2.25372267679e-05,1.48247807258e-05
5,Prevalence,109,Cuba,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,2.56294028967e-05,3.18811309204e-05,2.06237732211e-05
5,Prevalence,109,Cuba,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,4.46086041162e-05,5.62870832759e-05,3.55211234512e-05
5,Prevalence,116,Saint Lucia,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.1035661066351969,0.1120070408380684,0.0944029048206402
5,Prevalence,116,Saint Lucia,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0978089671128962,0.1059936200656792,0.0895128924761202
5,Prevalence,123,Peru,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0666864899722202,0.0718447642534123,0.0619757496295787
5,Prevalence,123,Peru,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.062489347791898,0.0679500279259296,0.057586697710156
5,Prevalence,108,Belize,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,1.50710780031e-05,1.85351949194e-05,1.21086278209e-05
5,Prevalence,108,Belize,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,2.57748341604e-05,3.178403985e-05,2.08065137153e-05
5,Prevalence,110,Dominica,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,2.0451541783e-05,2.54599772823e-05,1.64556074418e-05
5,Prevalence,110,Dominica,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,3.46869240341e-05,4.25693865096e-05,2.81365021332e-05
5,Prevalence,111,Dominican Republic,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,1.93926812709e-05,2.40903136457e-05,1.5611820163e-05
5,Prevalence,111,Dominican Republic,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,3.38069446403e-05,4.14649654041e-05,2.74826685982e-05
5,Prevalence,107,Barbados,1,Male,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0571654285639978,0.0680604815002456,0.0462193147910018
5,Prevalence,107,Barbados,2,Female,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0544708421374374,0.0624968911237584,0.0461604845632458
5,Prevalence,107,Barbados,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0202215972700254,0.0258713134774816,0.0151712850481895
5,Prevalence,107,Barbados,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0284305808146717,0.0368129166882916,0.0211905775417697
5,Prevalence,124,Central Latin America,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0768641764206525,0.0825651906568102,0.0725029634197544
5,Prevalence,124,Central Latin America,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0783331861958142,0.0849118696557196,0.0729795762755633
5,Prevalence,106,Bahamas,1,Male,22,All ages,500,Atrial fibrillation and flutter,2,Percent,2023,0.007854395207029,0.0100028394884339,0.0059348887324339
5,Prevalence,106,Bahamas,2,Female,22,All ages,500,Atrial fibrillation and flutter,2,Percent,2023,0.0068106150108249,0.0087023980258891,0.0051534071039481
5,Prevalence,106,Bahamas,1,Male,22,All ages,504,Non-rheumatic valvular heart disease,2,Percent,2023,0.002482983264261,0.0029575489526871,0.0020946899582697
5,Prevalence,106,Bahamas,2,Female,22,All ages,504,Non-rheumatic valvular heart disease,2,Percent,2023,0.0012589132659737,0.0014902843419035,0.0010772559121077
5,Prevalence,112,Grenada,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0163174586929351,0.0208155152347191,0.0123400361346977
5,Prevalence,112,Grenada,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0224082266573416,0.0290862263797471,0.0168823105322603
5,Prevalence,108,Belize,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0737286063822356,0.0791271002290859,0.0686025676248462
5,Prevalence,108,Belize,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0706186644961641,0.0763584987011473,0.0646534897226049
5,Prevalence,110,Dominica,1,Male,22,All ages,503,Endocarditis,2,Percent,2023,3.12581755836e-05,3.57878106601e-05,2.6947074141e-05
5,Prevalence,110,Dominica,2,Female,22,All ages,503,Endocarditis,2,Percent,2023,4.43625294138e-05,5.17927539664e-05,3.77088948191e-05
5,Prevalence,131,Nicaragua,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0099217324439276,0.0129560493790111,0.0076029699731876
5,Prevalence,131,Nicaragua,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.012950155394012,0.0168814128457484,0.0099034912616665
5,Prevalence,107,Barbados,1,Male,22,All ages,507,Other cardiovascular and circulatory diseases,2,Percent,2023,0.032308374337486,0.0425353969594068,0.0238913956571319
5,Prevalence,107,Barbados,2,Female,22,All ages,507,Other cardiovascular and circulatory diseases,2,Percent,2023,0.0363327361012994,0.0470290053188918,0.0274396522628256
5,Prevalence,118,Suriname,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0994607038315125,0.1096371512758196,0.0921473205011674
5,Prevalence,118,Suriname,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0990516017054729,0.1089498649257686,0.091396724486172
5,Prevalence,106,Bahamas,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0108809145386815,0.0141923109806813,0.0082027395064998
5,Prevalence,106,Bahamas,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0149898835278755,0.019943195358929,0.0112904853967665
5,Prevalence,125,Colombia,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0820805948237418,0.091525739717022,0.0752601341219285
5,Prevalence,125,Colombia,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0865425775489493,0.0948676791338241,0.0795871396442888
5,Prevalence,113,Guyana,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0093013845069573,0.012049698346443,0.0070200025226918
5,Prevalence,113,Guyana,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0123955533073902,0.0158402225785594,0.0093670566756678
5,Prevalence,107,Barbados,1,Male,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0037914863736178,0.0050213105022883,0.0028703346640668
5,Prevalence,107,Barbados,2,Female,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0040936126083591,0.0052938454775796,0.0031400322392738
5,Prevalence,115,Jamaica,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,2.21224465475e-05,2.74755282789e-05,1.78921996385e-05
5,Prevalence,115,Jamaica,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,3.61595138716e-05,4.42552185919e-05,2.9266700147e-05
5,Prevalence,105,Antigua and Barbuda,1,Male,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0002951071038267,0.0003525496609021,0.0002459070105633
5,Prevalence,105,Antigua and Barbuda,2,Female,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0002965313378837,0.0003540843992045,0.0002454501719174
5,Prevalence,105,Antigua and Barbuda,1,Male,22,All ages,494,Stroke,2,Percent,2023,0.0125765811364181,0.0131498472694868,0.0120713838000122
5,Prevalence,105,Antigua and Barbuda,2,Female,22,All ages,494,Stroke,2,Percent,2023,0.0138720181666191,0.0143946771305,0.0133654097930124
5,Prevalence,114,Haiti,1,Male,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0094798575935994,0.0119120657626468,0.0073694374293837
5,Prevalence,114,Haiti,2,Female,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0101614696052848,0.0125850212473086,0.0078242084740419
5,Prevalence,114,Haiti,1,Male,22,All ages,494,Stroke,2,Percent,2023,0.0089671324816168,0.0093823418005854,0.0085395712186153
5,Prevalence,114,Haiti,2,Female,22,All ages,494,Stroke,2,Percent,2023,0.0084487553865513,0.0088215311665346,0.0080988711328126
5,Prevalence,109,Cuba,1,Male,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0003176619985267,0.0003700894662181,0.0002651374007353
5,Prevalence,109,Cuba,2,Female,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0003079891693708,0.0003602681333831,0.0002593567578333
5,Prevalence,109,Cuba,1,Male,22,All ages,494,Stroke,2,Percent,2023,0.0218792874103681,0.023023483373863,0.0208804892934093
5,Prevalence,109,Cuba,2,Female,22,All ages,494,Stroke,2,Percent,2023,0.0195584078377078,0.0205461258802312,0.0186744351115386
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,504,Non-rheumatic valvular heart disease,2,Percent,2023,0.0027029563110183,0.0031461022335464,0.0022885156621428
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,504,Non-rheumatic valvular heart disease,2,Percent,2023,0.0016828410401441,0.0019423429194934,0.001434535567225
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0079122764758596,0.0096707592779669,0.0063246854073614
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0093154502170903,0.0113475107208801,0.0075332768131325
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,494,Stroke,2,Percent,2023,0.0115318830990727,0.0123650599557423,0.010904800078867
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,494,Stroke,2,Percent,2023,0.0116880747249892,0.0124498230996514,0.0110223339372378
5,Prevalence,111,Dominican Republic,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0866822926703645,0.0954145065704473,0.0803634793824452
5,Prevalence,111,Dominican Republic,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0851248896263745,0.0927082156197688,0.079330715912673
5,Prevalence,117,Saint Vincent and the Grenadines,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.1288644985815022,0.1390650288479602,0.1184455459002886
5,Prevalence,117,Saint Vincent and the Grenadines,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.11671771702069,0.1246394345699192,0.1092048875947317
5,Prevalence,112,Grenada,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,1.82800151955e-05,2.28176047923e-05,1.47348779822e-05
5,Prevalence,112,Grenada,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,3.14964828112e-05,3.87649782943e-05,2.51955081188e-05
5,Prevalence,110,Dominica,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0168935664949349,0.0217821140606166,0.0126144872743416
5,Prevalence,110,Dominica,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0235800043839472,0.0300637138123314,0.0177714798781083
5,Prevalence,113,Guyana,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,1.4155964672e-05,1.74488799751e-05,1.1325727905e-05
5,Prevalence,113,Guyana,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,2.49088479477e-05,3.08239130252e-05,2.00500580104e-05
5,Prevalence,108,Belize,1,Male,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.033603593965956,0.037964181818407,0.029371276426593
5,Prevalence,108,Belize,2,Female,22,All ages,493,Ischemic heart disease,2,Percent,2023,0.0291465173927596,0.0334741538958051,0.0245264104683383
5,Prevalence,107,Barbados,1,Male,22,All ages,500,Atrial fibrillation and flutter,2,Percent,2023,0.0147335498002464,0.0189391068164403,0.0111792336585357
5,Prevalence,107,Barbados,2,Female,22,All ages,500,Atrial fibrillation and flutter,2,Percent,2023,0.0129552372434711,0.0168506118138462,0.0098514166248311
5,Prevalence,112,Grenada,1,Male,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0102029701754971,0.0125465764796885,0.0082206122651799
5,Prevalence,112,Grenada,2,Female,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0108163544977344,0.0134232026072895,0.0086678963632814
5,Prevalence,112,Grenada,1,Male,22,All ages,494,Stroke,2,Percent,2023,0.0179819700209202,0.0188568092974456,0.0170561549288823
5,Prevalence,112,Grenada,2,Female,22,All ages,494,Stroke,2,Percent,2023,0.0176477566189408,0.0184645173691805,0.0168149997480879
5,Prevalence,128,Guatemala,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0514683106134301,0.055629886490253,0.0474543795596441
5,Prevalence,128,Guatemala,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0551069001952486,0.0612976794916931,0.0505901419018081
5,Prevalence,119,Trinidad and Tobago,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.1175347526555294,0.1280599929807342,0.1076047002393271
5,Prevalence,119,Trinidad and Tobago,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.114092599431568,0.1246954936983362,0.1045491585869304
5,Prevalence,109,Cuba,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0212479237856085,0.0275770599353433,0.0160155611187324
5,Prevalence,109,Cuba,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0292042895496153,0.0373671273748133,0.0222722950894384
5,Prevalence,129,Honduras,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0508393116337007,0.0548763060900594,0.0472674837022965
5,Prevalence,129,Honduras,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0526963114318574,0.0573500906841958,0.0488690781970893
5,Prevalence,126,Costa Rica,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0714444478721701,0.0770656587130775,0.0656550397339588
5,Prevalence,126,Costa Rica,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0729374055285377,0.0797993774080944,0.0660598741540632
5,Prevalence,127,El Salvador,1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0124567466849772,0.0160116389592733,0.0095354150012306
5,Prevalence,127,El Salvador,2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0166258073854879,0.0214106974055271,0.0123305240096773
5,Prevalence,107,Barbados,1,Male,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,2.48857865541e-05,3.08698859141e-05,1.97547737514e-05
5,Prevalence,107,Barbados,2,Female,22,All ages,1004,Pulmonary Arterial Hypertension,2,Percent,2023,4.35524595008e-05,5.47510680402e-05,3.45993985125e-05
5,Prevalence,130,Mexico,1,Male,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0838814233461979,0.0909494739167701,0.0786246875992993
5,Prevalence,130,Mexico,2,Female,22,All ages,491,Cardiovascular diseases,2,Percent,2023,0.0822963592783752,0.0889947508766111,0.0768525057068291
5,Prevalence,105,Antigua and Barbuda,1,Male,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0037199606693435,0.0048691932756357,0.002848229234508
5,Prevalence,105,Antigua and Barbuda,2,Female,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0039499113548399,0.0050263309200358,0.0030924469144902
5,Prevalence,121,Bolivia (Plurinational State of),1,Male,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0077754482451916,0.0100632865589352,0.0058941350692371
5,Prevalence,121,Bolivia (Plurinational State of),2,Female,22,All ages,502,Lower extremity peripheral arterial disease,2,Percent,2023,0.0108566300305149,0.0139513567374614,0.0081077467724582
5,Prevalence,108,Belize,1,Male,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0020204025993577,0.0026264342409936,0.0015584475636212
5,Prevalence,108,Belize,2,Female,22,All ages,498,Hypertensive heart disease,2,Percent,2023,0.0015649215176059,0.0020240518639534,0.001255076329122
5,Prevalence,117,Saint Vincent and the Grenadines,1,Male,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0098785740468005,0.0121558353049226,0.0077755609623015
5,Prevalence,117,Saint Vincent and the Grenadines,2,Female,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0108520622806064,0.0132679149891377,0.0087826110388399
5,Prevalence,117,Saint Vincent and the Grenadines,1,Male,22,All ages,494,Stroke,2,Percent,2023,0.0148516914066979,0.0154925887155732,0.0141226684712457
5,Prevalence,117,Saint Vincent and the Grenadines,2,Female,22,All ages,494,Stroke,2,Percent,2023,0.0156570441810267,0.0165679551146899,0.0148810416340161
5,Prevalence,112,Grenada,1,Male,22,All ages,499,Cardiomyopathy and myocarditis,2,Percent,2023,0.0014625338838026,0.0017355677175297,0.0011745204660656
5,Prevalence,112,Grenada,2,Female,22,All ages,499,Cardiomyopathy and myocarditis,2,Percent,2023,0.0009812121518186,0.0012212501275724,0.0007639512102698
5,Prevalence,103,Latin America and Caribbean,1,Male,22,All ages,499,Cardiomyopathy and myocarditis,2,Percent,2023,0.0009495314120982,0.0011098304649053,0.0007869041150687
5,Prevalence,103,Latin America and Caribbean,2,Female,22,All ages,499,Cardiomyopathy and myocarditis,2,Percent,2023,0.0007149708275136,0.0008461416509023,0.0005816690774819
5,Prevalence,104,Caribbean,1,Male,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0063103735573508,0.0077462331047674,0.0050372972420287
5,Prevalence,104,Caribbean,2,Female,22,All ages,492,Rheumatic heart disease,2,Percent,2023,0.0067881893163545,0.0082437274910604,0.0053977383029194
